Time (s),Current (A),Voltage_Cell1 (V),Voltage_Cell2 (V),Voltage_Cell3 (V),Voltage_Cell4 (V),Voltage_Cell5 (V),Voltage_Cell6 (V),Resistance_Cell1 (Ohm),Resistance_Cell2 (Ohm),Resistance_Cell3 (Ohm),Resistance_Cell4 (Ohm),Resistance_Cell5 (Ohm),Resistance_Cell6 (Ohm)
0.0,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
0.1626884937286377,-0.4000000059604645,4.0370001792907715,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
0.339632511138916,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
0.5186417102813721,-0.4099999964237213,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
0.6799349784851074,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
0.8590190410614014,-0.4099999964237213,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
1.0197434425354004,-0.41999998688697815,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
1.1986384391784668,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
1.3792226314544678,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
1.5387227535247803,-0.38999998569488525,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
1.7193458080291748,-0.4099999964237213,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
1.9007740020751953,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
2.05892014503479,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
2.2391350269317627,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
2.401979446411133,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
2.5785865783691406,-0.3799999952316284,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
2.7591960430145264,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
2.918534517288208,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
3.0991573333740234,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
3.2587130069732666,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
3.4392075538635254,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
3.6194965839385986,-0.4000000059604645,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
3.778987407684326,-0.4099999964237213,4.035999774932861,4.063000202178955,4.059999942779541,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
3.9609289169311523,-0.4000000059604645,4.035999774932861,4.063000202178955,4.060999870300293,4.064000129699707,4.065000057220459,4.067999839782715,nan,nan,nan,nan,nan,nan
